"title","icon","rating","tagline","titles"
"Visceral Gallery + Slider","https://apps.shopifycdn.com/listing_images/9b5846928b3693a40305bd4d2baefaaf/icon/b66c49f415c76f782ec0c144ec990a97.png?height=84&width=84",3.6,"Create a truly UNLIMITED amount of stunning galleries!","Visceral Gallery + Slider	(3.6)"
"Product Questions & Answers","https://apps.shopifycdn.com/listing_images/d08dab5a193e8e4c6d6e1602ba229aaa/icon/6f5f1f57a9e36604270ce926a40d2522.png?height=84&width=84",5,"Add Question Answer on Product page as well as custom page","Product Questions & Answers	(5)"
"Scroll To Top Ultimate","https://apps.shopifycdn.com/listing_images/e7ee43f078165b19a250fea061392579/icon/5ee2ace2caaf608fd25d83a70b7968ca.png?height=84&width=84",5,"Button allowing your website visitors to easily scroll to top","Scroll To Top Ultimate	(5)"
"Announcement Bar & Header Bar","https://apps.shopifycdn.com/listing_images/04bd3e9f399dbdf6210739e16b1b44de/icon/ee6df1c18628fd222200af312e1afd0e.png?height=84&width=84",4.7,"Boost sales with announcement bar: discounts, countdown & more","Announcement Bar & Header Bar	(4.7)"
"Multiorders","https://apps.shopifycdn.com/listing_images/ed69a62b5f234d75e1a2c0ce7a425afa/icon/0c135eaf356c3c46bcd01e7d3fa43e75.png?height=84&width=84",5,"Shipping, Order and Inventory management software","Multiorders	(5)"
"OptionMate","https://apps.shopifycdn.com/listing_images/2af65f4405ce9da7fcd5ebe0f61ac151/icon/bdc2d334a2139b41be97e70216cca230.png?height=84&width=84",5,"User-friendly color swatches & size buttons for product page","OptionMate	(5)"
"Hurdlr ‑ Expense Tracker","https://apps.shopifycdn.com/listing_images/48f1ca1ba97b7f347120eff90274f2c0/icon/6f629cbc66c7d910a24218100e80d7e3.png?height=84&width=84",3.6,"Business expense tracking and income taxes on auto pilot.","Hurdlr ‑ Expense Tracker	(3.6)"
"Quick View & Color Swatch ++","https://apps.shopifycdn.com/listing_images/a458e9440aedf8a6351424a4dbf5bd39/icon/33ece08bf963fa06bb07da9fa46ab021.jpg?height=84&quality=90&width=84",4.9,"Preview product, Quick checkout & Add to cart; Color swatch","Quick View & Color Swatch ++	(4.9)"
"Urgencer ‑ sell with urgency","https://apps.shopifycdn.com/listing_images/668e9e4d29bed75b4c270f407d9ce7bd/icon/37802c3f427f3cc9ccd0ed7cc16a5372.jpg?height=84&quality=90&width=84",4.8,"Create a sense of Urgency and Social Proof","Urgencer ‑ sell with urgency	(4.8)"
"Advanced Collections","https://apps.shopifycdn.com/listing_images/e9c72cad7756c883cc8b6149b2a87be5/icon/072c4f4a5073dd2b37c1057c8f071da4.png?height=84&width=84",4,"Include and exclude tags. Sort by publish date. Auto syncs.","Advanced Collections	(4)"
"Instagram Slider Feed","https://apps.shopifycdn.com/listing_images/e66e6511ec7d267f70827073ba1996b9/icon/6b3b0252515b8ab906e701ed863bb55c.png?height=84&width=84",5,"Instagram feed of top Instagram posts customised to your store","Instagram Slider Feed	(5)"
"FREE Shipping calculator","https://apps.shopifycdn.com/listing_images/7bd598b812322f6a65aedd32051349e4/icon/dc1d24cc810de11b9ea91355f474d615.jpg?height=84&quality=90&width=84",4.8,"Shipping calculator - how much left to get free shipping","FREE Shipping calculator	(4.8)"
"Product Descriptions that Sell","https://apps.shopifycdn.com/listing_images/5e72d41e611c167b6034539d53994fda/icon/f748b103ba4aa6de7a49d2ae27cdd2b8.jpg?height=84&quality=90&width=84",4.6,"Display the key features of your products and sell more","Product Descriptions that Sell	(4.6)"
"OMNABot Telegram Store Alert","https://apps.shopifycdn.com/listing_images/bada2e3a84bd04e50cdfdce485b5274d/icon/4a71cda646c52d4174fc15328db83a49.png?height=84&width=84",0,"Products, Orders and Inventory Notifications","OMNABot Telegram Store Alert	(0)"
"Promio ‑ Share to Discount","https://apps.shopifycdn.com/listing_images/fd98cf62e93d708ee77698480eee007e/icon/cf1149b86a897401c8d6aef7889f0f82.png?height=84&width=84",4.3,"Social Media Sharing & Influencer Marketing","Promio ‑ Share to Discount	(4.3)"
"Xero Bridge","https://apps.shopifycdn.com/listing_images/c57d4938e94f6d9175256fd2c916f498/icon/9ae14be80414bd4d47cb619b9751a28b.png?height=84&width=84",5,"Integrate your sales data to your Xero account with ease","Xero Bridge	(5)"
"Lumise ‑ POD Product Designer","https://apps.shopifycdn.com/listing_images/d2bba6cce58dd487cb8f2dff23eb74a7/icon/059d8e6d263a277c8626aea186ece725.png?height=84&width=84",5,"Breakthrough solution for your print services store","Lumise ‑ POD Product Designer	(5)"
"SEO Content Blocks","https://apps.shopifycdn.com/listing_images/c7d0c361e0709a68e618f403057f40b9/icon/407607e01b8b18072082e0d9abdbc828.png?height=84&width=84",5,"Flexible and multifunctional SEO content block manager","SEO Content Blocks	(5)"
"Spin Wheel Pop‑up","https://apps.shopifycdn.com/listing_images/eeb451266dc19b2834a413487a3322a5/icon/d57342442cb4e1c689ddecc31667f8e6.jpg?height=84&quality=90&width=84",4.5,"Interactive Exit Intent pop up. Gamified popup","Spin Wheel Pop‑up	(4.5)"
"B2B Private Store","https://apps.shopifycdn.com/listing_images/168b003f8f0a373abdb1302b7e9c746b/icon/dafcae3187e18d0af1cdc8dbb8eaab97.jpg?height=84&quality=90&width=84",3.8,"Lock your shop and do not show content for not approved users","B2B Private Store	(3.8)"
"Quick Viewer","https://apps.shopifycdn.com/listing_images/160d596e8b1952b6d2408efb5cea3e29/icon/e7010f0e47639351dfa7fc082681c5f4.png?height=84&width=84",4.1,"Product details preview on a category page","Quick Viewer	(4.1)"
"Slider Revolution","https://apps.shopifycdn.com/listing_images/cf716ca0d3f77f6b3abc075d0e360836/icon/f52254da474a853c428dbc4edab5fde4.png?height=84&width=84",4.1,"All in One Responsive (Image,Banner,Carousel,Video) Slider App","Slider Revolution	(4.1)"
"FREE Tabs ‑ Product page tabs","https://apps.shopifycdn.com/listing_images/7325a9eeed63a29b914d5ca4d095bf3a/icon/f72c17149e4d6e375f5856439f15d3d2.png?height=84&width=84",4.5,"Tabs for your Product page. Fully customizable free tabs.","FREE Tabs ‑ Product page tabs	(4.5)"
"AiTrillion 11+ Apps ‑ 1 Price","https://apps.shopifycdn.com/listing_images/62474d0965dde71985e43583e390a6fd/icon/4b0b4e177f39dd1220ce300f1aaabcf4.png?height=84&width=84",4.8,"Email, Loyalty, Review, Push, Affiliate, Announcement &11+Apps","AiTrillion 11+ Apps ‑ 1 Price	(4.8)"
"Presents & Gift Requests","https://apps.shopifycdn.com/listing_images/fab44786eb9d01fcbac890a064aa71de/icon/09292f2bc5de062b0c3b0e89d7f069a5.jpg?height=84&quality=90&width=84",0,"Increase conversions, boost sales and capture emails also.","Presents & Gift Requests	(0)"
"GDPR/CCPA + Cookie Management","https://apps.shopifycdn.com/listing_images/63ef59b872952601351925e45905ae6e/icon/264e1e0c0e79f3c97e6ec6747fc81519.png?height=84&width=84",4.9,"GDPR & CCPA Bar with Consent Tracking and Reports!","GDPR/CCPA + Cookie Management	(4.9)"
"ListR Store Locator","https://apps.shopifycdn.com/listing_images/b3688a906d57d946ac366cecbd2521a8/icon/abff7dfa588c426a371ab138ffb90faa.png?height=84&width=84",5,"A simple store locator page with searchable map + store list.","ListR Store Locator	(5)"
"Alert Me! Price Alerts","https://apps.shopifycdn.com/listing_images/1cb05303aa219a33d90390ab7779fe57/icon/683e065ba74bebfc43358d105f3d50ab.png?height=84&width=84",5,"Automated price drop notifications for customers","Alert Me! Price Alerts	(5)"
"Shopins ‑ Sales Analytics","https://apps.shopifycdn.com/listing_images/4c16cce7c43ddd03fe643143a7906c89/icon/b692d5927aa932cb85a4e1e17f25eccf.png?height=84&width=84",5,"Your paying customers' behavior analysis","Shopins ‑ Sales Analytics	(5)"
"Unitpricer","https://apps.shopifycdn.com/listing_images/08c8c7f4f30a1689ce0d771fc014a2c9/icon/80a156c5058ec0d8dae8f895f79b2d9e.png?height=84&width=84",5,"Sell products by weight, size, length or volume in the POS App","Unitpricer	(5)"
"PostNL Shipping","https://apps.shopifycdn.com/listing_images/e2bdb204185ceb36eb9763f10f81eb53/icon/fa49d6ddd21938117cc1f26a6736c66d.png?height=84&width=84",0,"Integrate PostNL directly into your webshop","PostNL Shipping	(0)"
"Better Price","https://apps.shopifycdn.com/listing_images/133f99f99abbed0d28de461f90730dfa/icon/7adb66eece1d7b6794ba77ac2e04f6be.png?height=84&width=84",5,"Offer best price with Found a Better Price form. Hide price.","Better Price	(5)"
"Discount Popup on Store Exit","https://apps.shopifycdn.com/listing_images/a9d3ef6562acad55c908f9e98d72c834/icon/32ff61fcbfa333fa4f829786d6cfb68d.png?height=84&width=84",0,"Convert abandoning visitors into sales. Increase revenue.","Discount Popup on Store Exit	(0)"
"Instant Product Video Ad Maker","https://apps.shopifycdn.com/listing_images/2dc290466658a2f8f1e3156d9d0afe36/icon/7a19eaf4e032f108f3e6d4f9a2cf3b10.jpg?height=84&quality=90&width=84",2.2,"Market your own product in style using instant video maker","Instant Product Video Ad Maker	(2.2)"
"Variant Title King","https://apps.shopifycdn.com/listing_images/c14cfbe463a9a1d4fbdce42f6e5b9b6c/icon/04f0ef92fcc253f936add321b1fa0ffc.png?height=84&width=84",5,"Add Product Options, Variant Name & SKU to Product Title","Variant Title King	(5)"
"Rentals and Reservations","https://apps.shopifycdn.com/listing_images/b64c87f46d0a021b2847995957c95924/icon/f44bc9c448e1cd96bc05368af5a1936a.png?height=84&width=84",3.7,"Rentals and reservations made easy","Rentals and Reservations	(3.7)"
"Sale Discount Wizard","https://apps.shopifycdn.com/listing_images/3f7d91cac29dd1a4d286644dab19b976/icon/4339ec31ce81e2523a3c0300786330dd.png?height=84&width=84",4.7,"Put products and collections on sale without discount codes","Sale Discount Wizard	(4.7)"
"Trackiest ‑ Shipping Tracking","https://apps.shopifycdn.com/listing_images/4ef7855b17d3be0d6ccde7bb2469bed4/icon/6f53e656fe9e2e16c3f8ad113d7e628a.jpg?height=84&quality=90&width=84",4.7,"Track Your Packages. Anywhere. Anytime.","Trackiest ‑ Shipping Tracking	(4.7)"
"Xero Sync by Reconcile.ly","https://apps.shopifycdn.com/listing_images/673f78f362cbe67e0454f68757da4045/icon/0a3b2362dfd4b75491a30268c744b0e0.png?height=84&width=84",5,"Reconcile your payouts in Xero with a single click - Live Chat","Xero Sync by Reconcile.ly	(5)"
"Mail Connect","https://apps.shopifycdn.com/listing_images/7cf166ba4bd7bf4a8bc929d5fa1dcdd3/icon/dd7ea91fa925d112823e4c8c7cd53188.png?height=84&width=84",4.1,"Connect with Mailchimp","Mail Connect	(4.1)"
"Instant Sales Notifications","https://apps.shopifycdn.com/listing_images/939cc59069bd15df546ed8fdacf954e8/icon/30fd4f58361142eb8a8edf99b63b95e0.png?height=84&width=84",5,"Sales Popup to boost sales, credibility & social proof","Instant Sales Notifications	(5)"
"Easy Whatsapp Chat","https://apps.shopifycdn.com/listing_images/b26ef08c83da16bb6c4aae2a9e5008ef/icon/7fe6eb74af76c83643b7d9217d27ed99.png?height=84&width=84",1,"Boost sales in 1 tap - easy WhatsApp live chat integration","Easy Whatsapp Chat	(1)"
"Cross Sell PRO","https://apps.shopifycdn.com/listing_images/46b6bfc814e3ccf6e22e653995151682/icon/4b41c5d3ea58b93ff8253b858b0728d8.png?height=84&width=84",4.8,"FREE Cross Sell Recommendations with an Awesome Design","Cross Sell PRO	(4.8)"
"Mailchimp by OneSaas","https://apps.shopifycdn.com/listing_images/a8ca8c907c8690bd0eb803c0abf62338/icon/afc783e2996a5b03f8aebc3815195194.png?height=84&width=84",4.9,"Save time and money by connecting your store with Mailchimp","Mailchimp by OneSaas	(4.9)"
"Product Price Range","https://apps.shopifycdn.com/listing_images/226d9104bea25ea458e99f6711cfc68e/icon/6240bf431155bc26fba43c981c864e83.jpg?height=84&quality=90&width=84",3.4,"Show product price range directly in your collections","Product Price Range	(3.4)"
"Snappic ‑ Instagram Ads","https://apps.shopifycdn.com/listing_images/9607d7a30d9d2bdaef0fc7c0ddb844d7/icon/3e90fccd18c0bafdffc393c9f49dda05.png?height=84&width=84",5,"Attract new customers + quality traffic with Instagram ads","Snappic ‑ Instagram Ads	(5)"
"Google Shopping Assistant","https://apps.shopifycdn.com/listing_images/21c8ffa113a3be58b4ae0833ea666fe2/icon/48e49687d99aa919c7b73e5123c3ca3f.png?height=84&width=84",0,"Increase ROI of Google Shopping by fixing common mistakes","Google Shopping Assistant	(0)"
"Cart Button Animator Ultimate","https://apps.shopifycdn.com/listing_images/26cbc8a87391db25b3fff5bdc766c990/icon/9a3c1c97b2b68e1f0ceef7d7034fe32c.jpg?height=84&quality=90&width=84",5,"Animate add to cart, buy it now buttons on the product page","Cart Button Animator Ultimate	(5)"
"Notify ‑ Slack Notifications","https://apps.shopifycdn.com/listing_images/cf3f050721b8b7f06773f7b4bc56cd2e/icon/14b5bab96738dbe61c4da6bb6f35f264.png?height=84&width=84",5,"Get Instant Order Notifications On Slack","Notify ‑ Slack Notifications	(5)"
"Metafields Guru","https://apps.shopifycdn.com/listing_images/b3d70fe500c6c5499e27b49a45feec9c/icon/a3c46fe1ac3a24708135c48425fe404e.png?height=84&width=84",5,"Expand the functionality of your store. Simply and for free.","Metafields Guru	(5)"
"Pósturinn","https://apps.shopifycdn.com/listing_images/553821baa598cfe4f234867716078187/icon/24732da7ebdf4333a6748853a9a10b8f.jpg?height=84&quality=90&width=84",0,"Automatically register shipments with Iceland Post","Pósturinn	(0)"
"Help Center HQ / FAQ HQ","https://apps.shopifycdn.com/listing_images/a802e54bfd5ebd13d5bf3de9c3aec7e5/icon/4889e707c63893f87362b39b364dc4ed.png?height=84&width=84",5,"Build a help center or faq page and cut down on support email.","Help Center HQ / FAQ HQ	(5)"
"ShipMonk | Order Fulfillment","https://apps.shopifycdn.com/listing_images/f27941f49fb377a0460063af446a50c7/icon/f6b562f82d3ba29d764f47372f92cb46.jpg?height=84&quality=90&width=84",4,"Stress Less, Grow More.","ShipMonk | Order Fulfillment	(4)"
"Image Gallery + Video ‑ EA","https://apps.shopifycdn.com/listing_images/80a8f3912d0aa304593b7a28771fe95b/icon/fd30531c21550464d7ff0309363efa38.png?height=84&width=84",4.9,"Image Gallery  + Video Gallery + Photo Lookbook","Image Gallery + Video ‑ EA	(4.9)"
"Lookbook ‑ Shop by Gallery","https://apps.shopifycdn.com/listing_images/07063d2ebf01ac1c4e511ca86150f8cb/icon/43f5d46a792b09a7c96cd22d5264655b.png?height=84&width=84",4.8,"Lookbook Gallery with product hotspots. Photo / Image Gallery","Lookbook ‑ Shop by Gallery	(4.8)"
"Smart Cart Upsell Bundle","https://apps.shopifycdn.com/listing_images/92a16d3b23ee67843fea3c933fd739b1/icon/0207bfb2d30484d9e481cf639e1ba412.png?height=84&width=84",5,"Smart Upsell Bundle Discounts, Cross-sells & Video Upsells","Smart Cart Upsell Bundle	(5)"
"Enorm Ask a question","https://apps.shopifycdn.com/listing_images/b8f5c8e850e77036381a37288c50e699/icon/5658dd2039d0171cc9935a73f136fc41.png?height=84&width=84",4.5,"Let your Customers ask Questions and get Answers","Enorm Ask a question	(4.5)"
"Xero by OneSaas","https://apps.shopifycdn.com/listing_images/6bee7f40fe6e3e546bc73a0e8e2f7247/icon/700c3447ddc344e9c3123f5c008cb707.png?height=84&width=84",4.8,"Save time and money - connect your store with Xero","Xero by OneSaas	(4.8)"
"SellUp • Free Upsell App","https://apps.shopifycdn.com/listing_images/0643991b4eb3e084959ce82eba7e71e5/icon/6eb1005511f6d25c76a1650aca5175c0.png?height=84&width=84",4.8,"Upsell, Bundles, Discounts, Cross-sell & One Click Upsell.","SellUp • Free Upsell App	(4.8)"
"Panda TAB Notifications","https://apps.shopifycdn.com/listing_images/f6087beabfa053408c565ae7ccb0dd82/icon/d40945e0710b4ba296f9c4965607a8a2.png?height=84&width=84",5,"Recover sale using tab notification & Mobile address bar color","Panda TAB Notifications	(5)"
"Pre‑launcher / Coming soon","https://apps.shopifycdn.com/listing_images/a47c883f0a98bb927dd2575e50d85d30/icon/02775aec456dac7e19e9c96a608fc711.png?height=84&width=84",4.6,"Create coming soon page before the full store launch","Pre‑launcher / Coming soon	(4.6)"
"Enorm Product Slider","https://apps.shopifycdn.com/listing_images/ec310e7e7f948782bed744fdc87af9cb/icon/861ffde498a279d1bd16face30345fbc.jpg?height=84&quality=90&width=84",4.8,"Create beautiful product sliders from collections in seconds","Enorm Product Slider	(4.8)"
"PixPix Image Editor","https://apps.shopifycdn.com/listing_images/865997d217d7a6afc736bbf42738b900/icon/c5d41f6eeea2bbe5fe85e32666fae426.png?height=84&width=84",4.7,"Photo editor, Image SEO alt text, remove logo & Photo Resize","PixPix Image Editor	(4.7)"
"QuickBooks Online by OneSaas","https://apps.shopifycdn.com/listing_images/a9755168ba32bb3e7fa95c947d11069e/icon/59fa52db9e1dadb0a4e11b5711255ab1.png?height=84&width=84",4.7,"Save time & money connecting your store with QuickBooks Online","QuickBooks Online by OneSaas	(4.7)"
"Enorm Announcement Bar","https://apps.shopifycdn.com/listing_images/c1451d8b1a379ebf9a40dc434ffb121e/icon/037669611c38120e86b353ba626f4b5f.jpg?height=84&quality=90&width=84",5,"A fully custom announcement bar to display your announcements","Enorm Announcement Bar	(5)"
"Export orders to Zásilkovna.cz","https://apps.shopifycdn.com/listing_images/bd9cb7117e8e562784bcf5533f2caf31/icon/1892eab1e50fdf87d33a9a4a219730d5.png?height=84&width=84",5,"Exports for fastest growing delivery method in Czech republic","Export orders to Zásilkovna.cz	(5)"
"Enorm Image Slider","https://apps.shopifycdn.com/listing_images/25a1778b0f0407f530471aa535e51e96/icon/a841dfc533e1cf7359db0f35ecf8e415.png?height=84&width=84",4.9,"Create image slider ,logo slider ,Carousel sliders in second","Enorm Image Slider	(4.9)"
"VendorDen","https://apps.shopifycdn.com/listing_images/5d9a686b96f11e903ba62f27e0419d8c/icon/be60aa7a5f6550d90c0509424d1afb95.png?height=84&width=84",1,"Easily add & award commissions to multiple vendors","VendorDen	(1)"
"FREE Photo Reviews ‑ Enorm ","https://apps.shopifycdn.com/listing_images/92796d59e4eacd388079f6309a978829/icon/de7d19a97ad3b17701a53ae0c629274a.png?height=84&width=84",4.9,"Product Reviews app & Site Reviews . Send Review Emails.","FREE Photo Reviews ‑ Enorm 	(4.9)"
"Shop The Look ‑ Zooomy","https://apps.shopifycdn.com/listing_images/0e394fdb9abf048799d6cc35b369f18b/icon/5ea2f0a03669237f62ea7aa5e272bb48.png?height=84&width=84",5,"Upsell recommended products w Shop the Look / Buy the Look","Shop The Look ‑ Zooomy	(5)"
"FAQ & Accordions","https://apps.shopifycdn.com/listing_images/5920b260fef1349814d3c1cc8a50d14a/icon/150fedf545a7660c95dc9888fdc23520.jpg?height=84&quality=90&width=84",4.8,"Create FAQ / Accordions by Enorm FAQ - Multiple FAQ App","FAQ & Accordions	(4.8)"
"Custom Collections Builder","https://apps.shopifycdn.com/listing_images/4a3e87e674fa4284673d1e94b87c780f/icon/8d3549bbcb555fc4c377fcc7b3b16047.png?height=84&width=84",5,"Build collections by most shared, most viewed and many more","Custom Collections Builder	(5)"
"Delivery Date and Time","https://apps.shopifycdn.com/listing_images/64d1f902b641ded237e42144c514a4c2/icon/61615e584c372057c16be2254137a9d8.png?height=84&width=84",4.7,"Allows customers to specify the delivery date and time","Delivery Date and Time	(4.7)"
"Ada CTA: Cart Button Animator","https://apps.shopifycdn.com/listing_images/f3bc22ba62ab6b0045bd9959a3e1fc24/icon/5c8f3f4d62483802640b4a52cb0b469e.png?height=84&width=84",4.8,"Easy ""Add To Cart"" button styles and animations","Ada CTA: Cart Button Animator	(4.8)"
"Wishlist ‑ Wishify ","https://apps.shopifycdn.com/listing_images/f1836be17eaef1d0cefa5ac24d7186ae/icon/be5660123399c371454e37bd6c4c7c49.png?height=84&width=84",4.9,"Wishlist - Allow users to create a Wishlist of favorite items","Wishlist ‑ Wishify 	(4.9)"
"WhatsApp Chat + Abandoned Cart","https://apps.shopifycdn.com/listing_images/9f753b7cdac01ee81beaeb9b1e52bf09/icon/2be74a628af64e68e3dce7567fcb862d.png?height=84&width=84",4.9,"AUTOMATED Cart Recovery + 100% FREE WhatsApp Chat & Share","WhatsApp Chat + Abandoned Cart	(4.9)"
"Discount Box","https://apps.shopifycdn.com/listing_images/f6d4d78e9f36b685413a71495a402b34/icon/4cd4c397cc69990e924ffc7b300a7d5a.jpg?height=84&quality=90&width=84",4.7,"Quantity Discount, Volume Discount, Buy X get Y, Upsell","Discount Box	(4.7)"
"Easy Upsell Cross‑sell","https://apps.shopifycdn.com/listing_images/0e7473ad92829121d38780f9a3155a5c/icon/4735167ecda974b4c53b40917c6e1d76.png?height=84&width=84",0,"Increase sales with upsell, cross-sell and make more money!","Easy Upsell Cross‑sell	(0)"
"SlackShop","https://apps.shopifycdn.com/listing_images/8fede71322922dd9a032cf1c528e0743/icon/e983e052842256cda567d995386072b3.png?height=84&width=84",0,"Manage your store, all from your team's Slack","SlackShop	(0)"
"Sticky Add to Cart Bar & FSB","https://apps.shopifycdn.com/listing_images/fb5636179d1d11652bdebfc56aa063f9/icon/fea8e2d9601b5b075f4078d8d8c5337b.png?height=84&width=84",5,"Sticky Add to Cart , Boost Checkout process, Free shipping bar","Sticky Add to Cart Bar & FSB	(5)"
"404 Custom Page","https://apps.shopifycdn.com/listing_images/632863fe577816f5d0b32a2b9c7a7321/icon/fda374c1d3c3772276b3e319818b17e0.png?height=84&width=84",5,"404 Custom page - Customize your 404 page and engage customers","404 Custom Page	(5)"
"Cross Sell Upsell Ace","https://apps.shopifycdn.com/listing_images/28bd78bd16df5e5c87607ac7ade30ec1/icon/3ba273e955eac386d481b9dc41a0cd83.png?height=84&width=84",4.9,"Cross Sell products, Recommended Products , Cart Cross Sell","Cross Sell Upsell Ace	(4.9)"
"Product Slider W Add to Cart","https://apps.shopifycdn.com/listing_images/732dc9364a774212580b6df6ea9a7b6a/icon/911df017ebedb10e8e7a824f166b39c2.png?height=84&width=84",5,"Add items to your cart directly from your slider.","Product Slider W Add to Cart	(5)"
"Age Check + Age Verification","https://apps.shopifycdn.com/listing_images/ed4a17144ac9a0e7057e4c5265e5b0b7/icon/d990b455e094e4067b3012a173bee837.png?height=84&width=84",4.7,"Age Check - Age verify app restricts access to under age users","Age Check + Age Verification	(4.7)"
"Back in stock ‑ Restock notify","https://apps.shopifycdn.com/listing_images/c20ec2e0a3193a97e7836c648857a267/icon/07d1e71cbb990c2d5d1a9fc3ff94c5e3.png?height=84&width=84",4.9,"Notify customers when items are back in stock , Restock Alerts","Back in stock ‑ Restock notify	(4.9)"
"Agree Terms and Conditions ","https://apps.shopifycdn.com/listing_images/70a82ee190cdcdd6bbe8da73e76b7468/icon/d1a80775d0daccb9003e1b452afdbc7d.png?height=84&width=84",5,"Terms and conditions checkbox works with Paypal, Gpay,Buy now","Agree Terms and Conditions 	(5)"
"Product Filter & Search ~Sparq","https://apps.shopifycdn.com/listing_images/4614bf82f50ac42ab98568f936a707fc/icon/7a5f3554d98d83a0d5e63fb9f72797b7.png?height=84&width=84",4.9,"Collection Filters, Instant Search, Custom UI & Analytics","Product Filter & Search ~Sparq	(4.9)"
"Related Products ‑ Relatify","https://apps.shopifycdn.com/listing_images/3ed5d19f305df17d7a9a1533d3f2dcc5/icon/23cb92a7dd527954435b5d74d505f80f.png?height=84&width=84",4.9,"Related Products , New Arrivals , Trending Products & More","Related Products ‑ Relatify	(4.9)"
"Sales Pop ‑ Boost Sales","https://apps.shopifycdn.com/listing_images/e02f8c9771b8a26abf0a70fe112db236/icon/3b1090423218693bee1400558c8a9398.png?height=84&width=84",4.9,"Sales Pop W Recent Orders. Sales Pop has direct add to cart.","Sales Pop ‑ Boost Sales	(4.9)"
"Hurrier ‑ Countdown Timer","https://apps.shopifycdn.com/listing_images/f372116af51f3219bd5fe658fb447d80/icon/02d98cb82c48e2422160b798a39f616e.png?height=84&width=84",4,"Boost sales by triggering urgency with timers","Hurrier ‑ Countdown Timer	(4)"
"Product Options and Customizer","https://apps.shopifycdn.com/listing_images/8e319abfd8696f17d53ffb83c2e9dead/icon/b5bd5694496a95a280af1cef130ef59b.png?height=84&width=84",4.8,"Unlimited product variants, up-charging & conditional logic","Product Options and Customizer	(4.8)"
"Custom Delivery Date Calendars","https://apps.shopifycdn.com/listing_images/b7db9f0a7f36ca48f4fc802f00928472/icon/f9bee5432a1f415318384fe01cea5992.png?height=84&width=84",2.2,"Create Unlimited Custom Date Calendars For Delivery Dates","Custom Delivery Date Calendars	(2.2)"
"Trimpo","https://apps.shopifycdn.com/listing_images/939458be469fa1363fbcaa2e400c8b0e/icon/b8f2e2c787a0adc190bcabccdb887f8a.png?height=84&width=84",4.1,"Sell on multiple channels and increase your sales with Trimpo","Trimpo	(4.1)"
"Shirtigo: Print‑on‑Demand","https://apps.shopifycdn.com/listing_images/05d1efbd2281be6dbe88ce56b989dfde/icon/2e6be1cb0e97bc7ccc76000c89375e41.png?height=84&width=84",3.4,"German Print on Demand Service - Create & Sell custom Products","Shirtigo: Print‑on‑Demand	(3.4)"
"Chatty Images","https://apps.shopifycdn.com/listing_images/3fbda97ae6d639bf4bbe33c90e19d295/icon/244795c9751079876512d3750bda178d.png?height=84&width=84",0,"Bring your product images to life & sell more stuff.","Chatty Images	(0)"
"WASABI Coupon","https://apps.shopifycdn.com/listing_images/042288f88480b11cba8293d4b54c48b2/icon/78bc941552c103e2229ec3acf42889d2.png?height=84&width=84",0,"手間をかけずにクーポンを大量生産します","WASABI Coupon	(0)"
"CBox PopUp Builder","https://apps.shopifycdn.com/listing_images/2d47c85729d83d49effb1d1a3bb89f52/icon/98eaf2d2a72705a7d94c8690e93edc8d.png?height=84&width=84",1,"Build Popup Boxes & Collect E-mails in Seconds","CBox PopUp Builder	(1)"
"BBA Mastro Integration","https://apps.shopifycdn.com/listing_images/92391ecff4191854b1fa47081153fee7/icon/4c13c2e9d38ae75bf50cea13b5ad65af.png?height=84&width=84",0,"better shipping through innovation","BBA Mastro Integration	(0)"
"Fishbowl Prizes Email Capture","https://apps.shopifycdn.com/listing_images/f49ea6a43f970669a22d6e546329989c/icon/d48566458e11096d8870202f9084a8d8.png?height=84&width=84",3.5,"Put a Fishbowl On Your Site, Offer Prize Giveaways!","Fishbowl Prizes Email Capture	(3.5)"
"Segment","https://apps.shopifycdn.com/listing_images/99e3c9bfcb034026869d460db3c99633/icon/b2d559a9296da74c50c77e3fb40c5cff.png?height=84&width=84",5,"Use your store as a Segment source","Segment	(5)"
"Auto Schedule","https://apps.shopifycdn.com/listing_images/0de91fc6a19aa52636364ae454418b37/icon/97cee084179129b27a77aa633095a517.png?height=84&width=84",3.7,"Auto schedule your products and put your store on autopilot","Auto Schedule	(3.7)"
"WhatsApp Total","https://apps.shopifycdn.com/listing_images/d4d235b9019d5563b2c6842587a9cf05/icon/555e8c2a9d9c47415d372651aa169b62.png?height=84&width=84",0,"Customer support through Whatsapp with 30 seconds setup","WhatsApp Total	(0)"
"Shop for Good ‑ Donation App","https://apps.shopifycdn.com/listing_images/1af062718f8feccab1c7439d06e9e4ec/icon/71ecf9ae498834b02f92fb1cecbf55c9.png?height=84&width=84",4.9,"Engage shoppers & support charities thru 6 give-back campaigns","Shop for Good ‑ Donation App	(4.9)"
"Call Courier","https://apps.shopifycdn.com/listing_images/add602ad042a4c51f1ba8557c5022509/icon/52deaab0990edd8c13e69af284a87119.jpg?height=84&quality=90&width=84",1,"Smart Deliveries","Call Courier	(1)"
"Unite Free Traffic ","https://apps.shopifycdn.com/listing_images/4c9e8b421aa33428f84ffa1063b31a37/icon/ffdfe12b2e037df476be47c795218294.png?height=84&width=84",4.4,"Get Free Traffic for Your Store with Ads","Unite Free Traffic 	(4.4)"
